,id,Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic
1656,tt10171472,Goodrich,2024,"Comedy, Drama","$1,333,431",5000000,5.3731,"C2 Motion Picture Group,Stay Gold Features,RainMaker Films",1320429,111,6.3/10,81%,62/100
1657,tt18300732,Duchess,2024,"Action, Crime",,0,5.1456,,0,113,4.5/10,14%,22/100
1658,tt17717416,Bad Genius,2024,Thriller,,0,4.4476,"Picturestart,Picture Perfect Entertainment,Little Ray Media",0,96,6.2/10,72%,
1659,tt5177114,Young Woman and the Sea,2024,"Biography, Drama, Romance","$500,000",40000000,5.7708,"Walt Disney Pictures,Jerry Bruckheimer Films",581725,129,7.5/10,88%,62/100
1660,tt10095582,The Tragedy of Macbeth,2021,"Drama, Mystery, Thriller",,0,8.256,"IAC Films,A24",176248,105,7.1/10,93%,87/100
1661,tt23330554,Winnie-the-Pooh: Blood and Honey 2,2024,"Horror, Thriller","$533,144",500000,11.268,"Jagged Edge Productions,ITN Distribution",7582541,93,4.7/10,,27/100
1662,tt29383379,Marco,2024,"Action, Crime, Drama",,3467000,3.7841,Cubes Entertainments,11559000,145,6.8/10,,
1663,tt1321510,In the Heights,2021,"Drama, Musical, Romance","$29,975,167",55000000,6.6544,"Likely Story,Scott Sanders Productions,5000 Broadway Productions,Barrio Grrrl!,Endeavor Content",43000000,143,7.3/10,,84/100
1664,tt12972134,Hounds of War,2024,"Action, Drama",,13000000,6.1804,Juggernaut Productions,126540,94,4.5/10,,
1665,tt9686790,Shotgun Wedding,2022,"Action, Comedy, Romance",,0,6.8815,"Mandeville Films,Nuyorican Productions",4495365,101,5.5/10,44%,46/100
1666,tt12477480,Decision to Leave,2022,"Crime, Drama, Mystery","$2,179,864",0,10.1476,"Moho Film,CJ ENM",16914773,138,7.3/10,94%,85/100
1667,tt26926267,Mother of the Bride,2024,"Comedy, Drama, Romance",,0,2.7911,"Brad Krevoy Television,Motion Picture Corporation of America,Living Films",0,90,4.8/10,13%,
1668,tt9783600,Spiderhead,2022,"Action, Crime, Drama",,0,6.051,"Grand Electric,The New Yorker Studios",0,107,5.5/10,39%,54/100
1669,tt30415138,Toofan,2024,"Action, Crime",,850000,7.7373,"Alpha-i,Chorki,SVF Entertainment",0,143,7.4/10,,
1670,tt14351082,Cabrini,2024,"Biography, Drama","$19,512,134",50000000,6.0522,"Santa Fe Films,Lupin Film,Lodigiano Film Development",20592796,142,7.3/10,90%,51/100
1671,tt7738330,The Long Game,2023,"Drama, History, Sport","$3,060,040",0,1.6321,"Mucho Mas Media,Bonniedale,Jaguar Bite,Fifth Season,HarbourView Equity Partners",0,110,6.7/10,82%,65/100
1672,tt7214954,Luck,2022,"Animation, Adventure, Comedy",,0,17.457,"Skydance Animation,Skydance Animation East,Skydance Animation",0,105,6.4/10,48%,48/100
1673,tt3864060,Unstoppable,2024,"Drama, Sport",,0,10.418,"Artists Equity,Amazon MGM Studios,A Really Good Home Pictures,Wild Frontier Films,101 Studios",0,123,6.9/10,,64/100
1674,tt2316548,Beautiful Disaster,2023,"Comedy, Drama, Romance",,25000000,7.409,Voltage Pictures,6850036,96,5.3/10,,
1675,tt19862722,Find Me Falling,2024,"Comedy, Music, Romance",,0,2.0283,"Das Films,Jupiter Peak Productions,Meraki Films,The Exchange",0,94,6.3/10,43%,50/100
1676,tt6001846,Long Gone Heroes,2024,"Action, Crime, Drama",,18000000,2.0801,"7ONE7 Films,Coexistence Studios,WonderDreams Pictures,Phoenix Media & Entertainment,Safier Entertainment,Perrenque Media Lab",0,124,5.1/10,,
1677,tt23468836,Touch,2024,"Drama, Romance","$1,174,640",0,2.6255,"RVK Studios,Good Chaos",1709336,121,7.4/10,93%,74/100
1678,tt8964540,Stream,2024,Horror,,75000,4.0724,Fuzz on the Lens Productions,0,123,5.5/10,95%,
1679,tt7461686,Daddio,2023,Drama,"$987,845",0,5.277,"TeaTime Pictures,Rhea Films,Projected Picture Works,First Love Films,Raindrop Valley,Hercules Film Fund",1045422,100,6.6/10,76%,
1680,tt26237514,Bonhoeffer: Pastor. Spy. Assassin.,2024,"Biography, Drama, History","$12,215,102",25000000,1.7906,"Crow's Nest Productions,Fontana",12165702,132,6.3/10,67%,
1681,tt8721424,"tick, tick... BOOM!",2021,"Biography, Comedy, Drama",,0,8.5177,"Imagine Entertainment,5000 Broadway Productions",0,115,7.5/10,88%,74/100
1682,tt12921446,The Exorcist: Believer,2023,Horror,"$65,537,395",30000000,7.1826,"Universal Pictures,Blumhouse Productions,Morgan Creek Entertainment,Rough House Pictures",136284218,111,4.8/10,22%,39/100
1683,tt8385148,Hitman's Wife's Bodyguard,2021,"Action, Comedy, Crime","$38,014,727",70000000,10.8752,"Nu Boyana Film Studios,Summit Entertainment,Lionsgate,Millennium Media,Davis Films,Campbell Grobman Films,Film i Väst,Filmgate Films",70060492,99,6.1/10,25%,32/100
1684,tt6632018,The King Tide,2023,Thriller,,0,4.0102,"Woods Entertainment,Sara Fost Pictures,Tip-Top Productions,Line 200",0,103,6.4/10,95%,
1685,tt5151570,Mrs. Harris Goes to Paris,2022,"Comedy, Drama","$10,433,915",0,4.6723,"Superbe Films,Hero Squared,Elysian Films,uMedia,Moonriver TV,National Film Institute Hungary,Entertainment One Features",10370305,116,7.1/10,94%,70/100
1686,tt15255288,Murder Mystery 2,2023,"Action, Adventure, Comedy",,0,8.1937,"Happy Madison Productions,Echo Films,Vinson Films,Endgame Entertainment,Denver & Delilah Productions",0,91,5.7/10,46%,44/100
1687,tt30810787,Drømmer,2024,Drama,,0,0.9565,"Motlys,Oslo Filmfond",0,110,,,
1688,tt33029955,One to One: John & Yoko,2024,Documentary,,0,1.7973,"Mercury Studios,Plan B / KM Films",0,104,,89%,
1689,tt2183014,Love at First Sight,2023,"Drama, Romance",,0,8.0642,ACE Pictures Entertainment,0,91,6.8/10,76%,
1690,tt1462759,Butcher's Crossing,2022,"Adventure, Drama, Western",,0,5.2568,"Gabriel Polsky Productions,Phiphen Pictures,Altitude Film Entertainment,Ingenious Media,Saban Films,Saturn Films",15648,105,5.6/10,72%,55/100
1691,tt13327038,Do Revenge,2022,"Comedy, Romance",,0,5.5665,Likely Story,0,118,6.3/10,86%,66/100
1692,tt22375408,Electra,2024,Thriller,,0,0.8883,"Ring Film,Yale Entertainment,Vested Interest,Great Escape,Heavyweight",0,85,,,
1693,tt2076822,Chaos Walking,2021,"Action, Adventure, Fantasy","$13,287,908",125000000,8.698,"Quadrant Pictures,Lionsgate,Bron Studios,3 Arts Entertainment,TIK Films,Hercules Film Fund,Allison Shearmur Productions,Creative Wealth Media Finance",26508132,109,5.7/10,21%,38/100
1694,tt10767052,Next Goal Wins,2023,"Comedy, Drama, Sport","$6,713,826",14000000,5.4597,"The Imaginarium,Searchlight Pictures,TSG Entertainment,Garrett Basch Productions,Defender Films,Archer's Mark",18062279,104,6.5/10,46%,44/100
1695,tt1488589,Guillermo del Toro's Pinocchio,2022,"Animation, Adventure, Drama",,35000000,9.895,"The Jim Henson Company,ShadowMachine,Double Dare You",0,117,7.6/10,27%,79/100
1696,tt30327451,The Marching Band,2024,"Comedy, Drama",,6100000,4.9855,"Agat Films & Cie / Ex Nihilo,Pictanovo,France 2 Cinéma",14870849,103,7.5/10,,
1697,tt21335356,Please Don't Destroy: The Treasure of Foggy Mountain,2023,"Action, Adventure, Comedy",,0,1.4847,"Universal Pictures,Apatow Productions,Mosaic Media Group,Mosaic,Talent One",14582,92,6.0/10,42%,49/100
1698,tt9853500,Bandit,2022,"Crime, Drama, Thriller",,0,5.5435,"Goldrush Entertainment,Yale Productions,Lucky 13 Productions,BondIt Media Capital",0,126,6.4/10,74%,54/100
1699,tt22309256,Christmas in Paradise,2022,Comedy,,0,1.483,,0,88,3.6/10,,
1700,tt4593060,Pinocchio,2022,"Adventure, Comedy, Drama",,0,7.4806,"Walt Disney Pictures,Depth of Field,ImageMovers",0,105,5.1/10,27%,38/100
1701,tt28618488,Vermiglio,2024,"Drama, History",,0,2.4674,"Cinedora,Charades,RAI Cinema,Versus Production,Anonymous Content,VOO,BeTV,Orange,Proximus,RTBF",2545001,119,7.2/10,93%,80/100
1702,tt10696896,Stillwater,2021,"Crime, Drama, Mystery","$14,465,535",20000000,4.5555,"Participant,DreamWorks Pictures,Slow Pony,Anonymous Content,3dot Productions,Supernatural Pictures,Focus Features,Mandate International,Firstep",19754272,139,6.6/10,75%,60/100
1703,tt31800329,The Wonderful Story of Henry Sugar and Three More,2024,"Comedy, Drama, Fantasy",,0,2.8361,"Indian Paintbrush,American Empirical Pictures",0,89,7.1/10,,
1704,tt11976532,Vengeance,2022,"Comedy, Music, Mystery","$4,330,720",0,5.9935,"Blumhouse Productions,Focus Features,Divide / Conquer",4225720,108,6.8/10,82%,65/100
1705,tt6111574,The Woman in the Window,2021,"Crime, Drama, Mystery",,4000000,5.9708,"Fox 2000 Pictures,20th Century Studios",0,102,5.7/10,25%,41/100
1706,tt28454007,Munkar,2024,Horror,,0,2.2105,"MD Pictures,Pichouse Films,Umbara Brothers Film",0,87,5.2/10,,
1707,tt9381682,Diabolik,2021,"Action, Crime, Mystery",,11000000,5.4074,"Mompracem,RAI,Astorina S.A.C.",3189418,133,5.9/10,,
1708,tt13249596,Father of the Bride,2022,"Comedy, Drama, Romance",,0,3.8547,"Plan B Entertainment,Warner Bros. Pictures",0,118,5.9/10,80%,65/100
1709,tt15153532,Strays,2023,"Adventure, Comedy","$23,988,885",46000000,10.1044,"Universal Pictures,Lord Miller,Picturestart,Rabbit Hole Productions",32000000,93,6.3/10,,54/100
1710,tt13603966,Heart of Stone,2023,"Action, Crime, Thriller",,0,9.4173,"Skydance Media,Pilot Wave Motion Pictures,Mockingbird Pictures",0,122,5.7/10,31%,44/100
1711,tt11540468,Breathe,2024,"Sci-Fi, Thriller",,0,6.8655,"Thunder Road,Capstone Studios,Streamline Global",0,93,4.2/10,14%,
1712,tt29141112,The Devil's Bath,2024,"Drama, History, Horror",,0,6.3139,"Ulrich Seidl Filmproduktion,Heimatfilm,Coop99 Filmproduktion",0,121,6.6/10,,73/100
1713,tt14153080,A Good Person,2023,Drama,"$2,210,465",0,5.494,"Killer Films,Elevation Pictures",2196991,128,7.1/10,57%,50/100
1714,tt12193804,Whitney Houston: I Wanna Dance with Somebody,2022,"Biography, Drama, Music","$23,708,080",50000000,5.1026,"Compelling Pictures,Black Label Media,TriStar Pictures,West Madison Entertainment,Muse of Fire,Primary Wave Music",59800000,144,6.6/10,43%,51/100
1715,tt30292390,The Calendar Killer,2024,"Crime, Thriller",,0,7.9921,"Ziegler Film,Metro-Goldwyn-Mayer",0,93,5.5/10,,
1716,tt13887082,Grand Jeté,2022,Drama,,0,3.6323,"brave new work GmbH,WDR",0,105,4.8/10,,
1717,tt21979910,The Passenger,2023,"Drama, Thriller",,0,3.7198,Blumhouse Productions,0,98,6.4/10,88%,62/100
1718,tt13020386,Four Letters of Love,2024,Drama,,0,2.0564,"Genesius Pictures,AX1 Films,London Town Films,WRAP Fund,Cornerstone Films",0,125,,,
1719,tt15255876,Emily the Criminal,2022,"Crime, Drama, Mystery","$2,156,296",2000000,6.9352,"Low Spark Films,Evil Hag Productions,Fear Knot Productions,MakeMake",2157673,97,6.7/10,94%,75/100
1720,tt8521778,Bob Marley: One Love,2024,"Biography, Drama, Music","$96,981,216",70000000,6.4705,"Paramount Pictures,Tuff Gong Pictures,Plan B Entertainment",180828556,104,6.2/10,43%,43/100
1721,tt11225626,Am I OK?,2022,"Comedy, Drama, Romance",,0,5.1273,"Picturestart,Gloria Sanchez Productions,TeaTime Pictures,Something Fierce Productions",0,86,6.0/10,82%,74/100
1722,tt14458442,The Son,2022,Drama,"$449,650",0,4.5118,"Ingenious Media,Film4 Productions,See-Saw Films,Embankment Films,Cross City Films,Inthevoid Production",3564844,123,6.5/10,28%,45/100
1723,tt15837338,PAW Patrol: The Mighty Movie,2023,"Animation, Action, Adventure","$65,343,309",30000000,15.8885,"Nickelodeon Movies,Spin Master,Paramount Pictures,Mikros Image,Mikros Animation,adrian150 Animation",202231360,87,5.9/10,72%,49/100
1724,tt30700695,Lilies Not for Me,2024,"Drama, History, Romance",,0,3.135,"Paradise City,Wolflight Films",0,99,7.4/10,,
1725,tt3758814,The Ice Road,2021,"Action, Adventure, Thriller",,0,7.3594,"Shivhans Pictures,Code Entertainment,Envision Media Arts,The Solution",7502846,108,5.6/10,43%,42/100
1726,tt6528290,Knights of the Zodiac,2023,"Action, Adventure, Drama","$1,090,155",60000000,8.5726,"Stage 6 Films,Toei Animation",7000000,113,4.4/10,21%,35/100
1727,tt32085997,Misericordia,2024,"Comedy, Crime, Drama",,0,3.3566,"CG Cinéma,ARTE France Cinéma,Scala Films,Andergraun Films,Rosa Filmes",1703284,104,7.1/10,96%,83/100
1728,tt4058618,The Thicket,2024,"Crime, Drama, Western",,0,6.8405,"Tubi,Estuary Films,Nomadic Pictures,Hollywood Gang Productions,MiLu Entertainment,The Exchange",0,108,5.7/10,79%,56/100
1729,tt32060445,Sister Midnight,2024,"Comedy, Drama",,0,4.5387,"Wellington Films,BFI,Film4 Productions,Filmgate Films,Film i Väst,Griffin Pictures,Suitable Pictures",0,107,,96%,
1730,tt10192406,Causeway,2022,Drama,,0,8.5527,"Excellent Cadaver,IAC Films,A24,IPR.VC",0,96,6.6/10,84%,66/100
1731,tt3626476,Vacation Friends,2021,"Adventure, Comedy",,0,8.4111,"Broken Road Productions,20th Century Studios",0,103,6.3/10,59%,49/100
1732,tt20256448,Force of Nature: The Dry 2,2024,"Crime, Mystery, Thriller","$58,690",0,3.757,"Made Up Stories,Pick Up Truck Pictures,Arenamedia",5786313,112,5.9/10,65%,58/100
1733,tt10242388,Last Seen Alive,2022,"Action, Crime, Drama",,0,6.0867,"Voltage Pictures,Perfection Hunter Productions,G-BASE,Marc Frydman Productions",5950199,95,5.7/10,14%,
1734,tt22874848,The Silent Hour,2024,"Action, Crime, Thriller",,0,5.2417,"AGC Studios,Meridian Pictures,Orogen Entertainment",322064,99,6.1/10,70%,
1735,tt9731386,Rogue Agent,2022,"Action, Adventure, Drama",,0,3.2003,"Night Train Media,Great Point Media,Split Prism Media,Ahinga Media,Rabbit Track Pictures",0,115,6.5/10,72%,61/100
1736,tt14817272,The Weekend Away,2022,"Crime, Drama, Mystery",,0,2.7686,42,0,90,5.7/10,41%,51/100
1737,tt7737528,Kate,2021,"Action, Adventure, Crime",,25000000,5.7373,"Clubhouse Pictures,87North Productions,Screen Arcade",0,106,6.3/10,46%,47/100
1738,tt13638858,What You Wish For,2023,Thriller,"$6,279",0,1.2255,Evergreen Avenue,0,102,6.7/10,80%,
1739,tt11755740,Texas Chainsaw Massacre,2022,"Crime, Horror, Thriller",,20000000,8.7649,"Legendary Pictures,Bad Hombre,Exurbia Films,Good Universe",0,83,4.7/10,30%,34/100
1740,tt21103300,My Big Fat Greek Wedding 3,2023,"Comedy, Drama, Romance","$28,496,030",0,2.2815,"Playtone,Gold Circle Entertainment,Artistic Films,Focus Features",34900000,92,5.2/10,31%,
1741,tt30319503,Dìdi,2024,"Comedy, Drama","$4,839,360",0,3.4916,"Unapologetic Projects,Spark Features,Antigravity Academy,Maiden Voyage Pictures,Cedar Road,Liucrative Media",5067608,94,7.4/10,,
1742,tt9100054,The Lost Daughter,2021,Drama,,5000000,5.5497,"Endeavor Content,Samuel Marshall Productions,Media Finance Capital,Faliro House Productions,Pie Films",703281,121,6.7/10,94%,86/100
1743,tt2560078,Boston Strangler,2023,"Crime, Drama, History",,0,7.142,"20th Century Studios,LuckyChap Entertainment,Langley Park Productions,Scott Free Productions",0,113,6.5/10,67%,58/100
1744,tt22863968,Something in the Water,2024,"Adventure, Drama, Horror",,0,8.247,"Dan Films,StudioCanal",0,86,4.1/10,48%,42/100
1745,tt18180926,The New Boy,2023,"Drama, Fantasy, History",,0,1.4195,"Dirty Films,Scarlett Pictures,Fremantle Australia",780646,116,5.6/10,72%,62/100
1746,tt14227048,Family Switch,2023,"Comedy, Family",,0,8.476,"Linden Entertainment,Grey Matter Productions,Wonderland Sound and Vision",0,106,5.7/10,45%,
1747,tt29544253,Night of the Zoopocalypse,2024,"Animation, Adventure, Comedy",,12000000,6.6294,"Copperheart Entertainment,Charades,uMedia,IDL Films,Apollo Films,House of Cool Studios,Mac Guff Ligne",3880292,92,6.3/10,96%,
1748,tt20316748,Twilight of the Warriors: Walled In,2024,"Action, Crime, Thriller","$336,023",38400000,13.6791,"Entertaining Power,One Cool Pictures,Sil-Metropole Organisation,HG Entertainment,Tao Piao Piao,Media Asia Films,Lian Ray Pictures",95399186,125,7.0/10,90%,77/100
1749,tt29315015,September Says,2024,Drama,,0,2.0059,"BBC Film,Element Pictures,Sackville Film and Television Productions,Crybaby,MFP,Fís Éireann/Screen Ireland,UK Global Screen Fund",0,100,,64%,
1750,tt3215824,Those Who Wish Me Dead,2021,"Action, Drama, Thriller","$7,407,200",20000000,7.6633,"Bron Studios,New Line Cinema,Bosque Ranch Productions,Film Rites",23384502,100,6.0/10,63%,59/100
1751,tt11820950,The Portable Door,2023,"Adventure, Comedy, Fantasy",,0,3.1658,"The Jim Henson Company,Story Bridge Films,MEP Capital",0,116,6.1/10,80%,
1752,tt21221386,Secret Mall Apartment,2024,Documentary,,0,0.8725,"Wheelhouse Creative,Wildbrush Media,Wrong Turn Productions,Altman Films",0,91,,100%,
1753,tt9620288,King Richard,2021,"Biography, Drama, Sport","$15,129,285",50000000,9.1842,"Star Thrower Entertainment,Westbrook,Warner Bros. Pictures,Overbrook Entertainment",39400000,144,7.5/10,90%,76/100
1754,tt15109082,The Quiet Girl,2022,Drama,"$1,500,014",1,4.1144,"Inscéal,Broadcasting Authority of Ireland,Fís Éireann/Screen Ireland,TG4",6,94,7.7/10,97%,89/100
1755,tt13610562,The Bubble,2022,Comedy,,0,6.1368,Apatow Productions,0,127,4.7/10,20%,34/100
1756,tt30790771,Reversi,2024,"Drama, Romance, Sci-Fi",,0,2.4036,"ACT 2 Pictures,Clover Films,Golden Screen Cinemas,K-MOVIE ENTERTAINMENT",0,132,,,
1757,tt31350080,April,2024,Drama,,0,0.7879,"Frenesy Film,First Picture,MeMo Films,Independent Film Project,ARTE France Cinéma,3 Marys Entertainment,Tenderstories,Adler Entertainment,Sarke Studio",0,134,,96%,
1758,tt21626284,Lost Ladies,2023,"Comedy, Drama",,0,2.8066,"Aamir Khan Productions,Jio Studios,Kindling Pictures",0,123,8.4/10,100%,
1759,tt8114980,Willy's Wonderland,2021,"Action, Comedy, Horror","$418,286",5000000,5.2117,"Saturn Films,JD Entertainment,Landafar Entertainment,Landmark Studio Group,Almost Never Films",431020,88,5.5/10,61%,44/100
1760,tt22334258,Someone Like You,2024,Romance,"$5,937,306",0,3.3444,Karen Kingsbury Productions,5937306,118,5.8/10,46%,
1761,tt21810682,The End We Start From,2023,"Drama, Thriller",,10000000,3.7642,"SunnyMarch,Hera Pictures,Anton,BBC Film,C2 Motion Picture Group,BFI",604830,101,5.9/10,89%,65/100
1762,tt10643926,The Storied Life of A.J. Fikry,2022,"Comedy, Drama","$121,000",0,4.0689,"Vertical,BCDF Pictures,Mister Smith Entertainment,Empathy Machines,Three Point Capital,COL Media Corp",121000,105,6.6/10,35%,
1763,tt26733463,Vera and the Pleasure of Others,2023,"Comedy, Drama",,0,32.385,Pez Cine,0,104,,,
1764,tt17079606,Dead Talents Society,2024,"Comedy, Horror, Thriller",,0,5.323,"Activator Marketing Company,Sony Pictures International Productions",0,110,7.0/10,94%,
1765,tt29994753,"Oh, Canada",2024,Drama,,0,18.2864,"Arclight Films,Vested Interest,Ottocento Films,Left Home Productions,Exemplary Films,Carte Blanche,One Two Twenty Entertainment,SIPUR,Northern Lights Films",39856,94,5.5/10,64%,
1766,tt15980138,Kishkindha Kaandam,2024,"Drama, Mystery, Thriller",,830000,1.1097,Goodwill Entertainments,8920490,125,8.1/10,,
1767,tt31711040,Look Back,2024,"Animation, Drama","$2,002,270",0,9.1453,"Studio Durian,avex pictures,Shueisha",12648664,58,7.8/10,100%,90/100
1768,tt12680684,The Hand of God,2021,Drama,,0,1.9956,The Apartment Pictures,0,130,7.3/10,84%,76/100
1769,tt8912936,DC League of Super-Pets,2022,"Animation, Action, Adventure","$93,657,117",90000000,10.2633,"Warner Animation Group,DC Entertainment,Seven Bucks Productions,Animal Logic",203000000,105,7.1/10,72%,56/100
1770,tt15411160,The Year I Started Masturbating,2022,"Comedy, Drama",,0,3.5599,Gimme a Break,0,98,5.3/10,,
1771,tt27799825,Chosen Family,2024,"Comedy, Drama, Romance",,0,2.1246,"VMI Worldwide,Verdi Productions,Public School Productions,Hyperborea Films,Lasalle Productions",0,88,,,
1772,tt1361336,Tom & Jerry,2021,"Animation, Adventure, Comedy","$46,536,687",50000000,10.5222,"Warner Animation Group,Turner Entertainment,The Story Company,Warner Bros. Pictures",136536687,101,5.3/10,29%,32/100
1773,tt13069986,After We Fell,2021,"Drama, Romance","$2,170,750",14000000,10.2592,"Voltage Pictures,Wattpad,Vertical,Ethea Entertainment,CalMaple Films",21753705,99,4.8/10,8%,
1774,tt21253186,Birder,2023,"Drama, Thriller",,0,6.8036,Murgen Croaker Productions,0,87,5.3/10,90%,
1775,tt6079772,The Protégé,2021,"Action, Thriller","$7,446,823",0,8.1121,"Millennium Media,Arthur Sarkissian Productions,Campbell Grobman Films,Fourteen Films,I Road Productions,Ingenious Media,Seven Stars Entertainment,Signature Pictures,Frame Film,Nu Boyana Film Studios,Lionsgate",8639684,109,6.1/10,,48/100
1776,tt14039582,Drive My Car,2021,Drama,"$2,352,240",1300000,5.998,"Bitters End,C&I entertainment,Culture Entertainment,J-LOD,nekojarashi,Quaras,Bungeishunju,L'espace Vision,Nippan Group Holdings,The Asahi Shimbun",15356046,179,7.5/10,97%,91/100
1777,tt27729779,The Platform 2,2024,"Horror, Sci-Fi, Thriller",,0,18.5928,Basque Films,0,101,4.9/10,35%,45/100
1778,tt11851548,Orphan: First Kill,2022,"Crime, Drama, Horror","$5,413,227",10000000,8.4895,"Dark Castle Entertainment,Entertainment One,Eagle Vision",9572765,99,5.9/10,70%,54/100
1779,tt30954126,Sin instrucciones,2024,Comedy,,0,8.0995,"La Pepa Films,Basque Films,Demasiados enemigos,Atresmedia",0,99,,,
1780,tt5648882,The Burial,2023,Drama,,32500000,8.611,"Double Nickel Entertainment,Bobby Shriver Productions,Foxxhole Productions,Maven Screen Media,Amazon MGM Studios,Big Indie Pictures",0,126,7.1/10,,74/100
1781,tt9682428,Night Swim,2024,"Horror, Thriller","$32,494,740",15000000,4.7321,"Atomic Monster,Blumhouse Productions,Universal Pictures",54771241,98,4.7/10,19%,43/100
1782,tt9701940,Fear Street: Part Two - 1978,2021,"Drama, Horror, Mystery",,0,7.1731,Chernin Entertainment,0,111,6.7/10,88%,61/100
1783,tt19848676,Riley,2023,Drama,,0,1.4801,"Charthouse,Windsor Film Company",0,93,,,
1784,tt9844522,Escape Room: Tournament of Champions,2021,"Action, Adventure, Horror","$25,314,753",15000000,6.1182,"Original Film,Columbia Pictures,Shaken, Not Stirred Productions",65774490,88,5.7/10,52%,48/100
1785,tt10228134,Jolt,2021,"Action, Comedy, Crime",,0,7.7758,"Millennium Media,Amazon Studios,Campbell Grobman Films,Busted Shark Productions,Electric Films,Nu Boyana Film Studios,Jolt Productions,Davis Films",238524,91,5.6/10,40%,48/100
1786,tt13818368,Fighter,2024,"Action, Drama","$1,000,000",30069500,5.4581,"Marflix Pictures,Viacom18 Studios,Prime Focus",43160558,167,6.2/10,38%,63/100
1787,tt14308636,Bank of Dave,2023,"Biography, Comedy, Drama",,0,3.3168,"Tempo Productions,Future Artists Entertainment,Ingenious Media,Rojovid Films",0,107,7.1/10,86%,60/100
1788,tt15128544,Sunray: Fallen Soldier,2024,Action,,0,2.8573,Sunray Productions,0,116,4.3/10,,
1789,tt14682800,Tuesday,2023,"Drama, Fantasy","$706,683",0,2.8493,"A24,BBC Film,Cinereach,Gingerbread Pictures,Record Player Films,BFI,Wild Swim Films",637590,111,6.3/10,76%,69/100
1790,tt19760052,The Taste of Things,2023,"Drama, History, Romance","$2,654,510",6500000,3.1824,"Curiosa Films,France 2 Cinéma,uMedia,Gaumont",5970753,135,7.4/10,97%,85/100
1791,tt15090124,Mad God,2021,"Animation, Fantasy, Horror","$325,042",250000,3.3649,Tippett Studio,322619,84,6.8/10,92%,80/100
1792,tt21279806,Scoop,2024,"Biography, Drama",,0,2.1188,"The Lighthouse,Voltage TV",0,103,6.5/10,76%,63/100
1793,tt15334488,After Everything,2023,"Drama, Romance",,14000000,12.7455,"Voltage Pictures,Wattpad",10644463,93,4.7/10,,
1794,tt5748448,Copshop,2021,"Action, Thriller","$5,213,243",43500000,6.3048,"WarParty Films,Sculptor Media,G-BASE,Zero Gravity Management,Raven Capital Management,STXfilms,Open Road Films",6807158,108,6.2/10,83%,61/100
1795,tt22016156,The Abyss,2023,"Action, Drama, Thriller",,0,2.0949,"SF Studios,MJÖLK Movies",0,104,5.3/10,,
1796,tt17080412,Survive,2022,"Adventure, Drama, Thriller",,0,2.2863,"EMH Consulting Group,Gunpowder & Sky",0,108,4.7/10,,
1797,tt11252248,Dog,2022,"Comedy, Drama","$61,778,069",20000000,6.362,"FilmNation Entertainment,Free Association,Metro-Goldwyn-Mayer",84774243,101,6.5/10,77%,61/100
1798,tt3155298,Luther: The Fallen Sun,2023,"Action, Crime, Drama",,0,6.0324,"Chernin Entertainment,BBC Film",0,129,6.4/10,67%,53/100
1799,tt19500164,Nimona,2023,"Animation, Action, Adventure",,0,5.2295,"Annapurna Pictures,DNEG",0,101,7.5/10,92%,75/100
1800,tt32083311,On Becoming a Guinea Fowl,2024,"Comedy, Drama",,0,0.8317,"A24,Fremantle UK,BBC Film,Element Pictures",0,99,6.7/10,100%,
1801,tt8368408,Gunpowder Milkshake,2021,"Action, Crime, Thriller",,30000000,4.9609,"Studio Babelsberg,Canal+,Ciné+,The Picture Company,STXfilms,StudioCanal",1015760,114,6.1/10,60%,47/100
1802,tt24131288,Cash Out,2024,Action,,0,10.1334,"Convergence Entertainment,BondIt Media Capital,Transparency Media,Streamline Global,Taurus Film,Saban Films,Lionsgate",0,90,4.8/10,20%,46/100
1803,tt13232552,The Man in the White Van,2023,Thriller,"$515,012",500000,2.7037,"Garrison Film Productions,Legion M,XYZ Films",529879,105,5.5/10,56%,
1804,tt29114029,The Tearsmith,2024,"Drama, Fantasy, Romance",,7000000,9.8261,Colorado Film,0,106,5.2/10,17%,
1805,tt19705884,Good Boy,2022,"Horror, Thriller",,8500,4.7715,"Fredagsfilm,The Norwegian University of Science and Technology (NTNU)",0,80,5.7/10,94%,
1806,tt16491324,Honor Society,2022,"Comedy, Romance",,20000000,6.0821,"Awesomeness Films,Guardian Pictures",0,97,6.5/10,86%,66/100
1807,tt11897478,The Stranger,2022,"Crime, Drama, Thriller",,0,3.6901,"Anonymous Content,See-Saw Films,Screen Australia,South Australian Film Corporation,Blue-Tongue Films,RocketScience",149441,117,6.6/10,92%,74/100
1808,tt12731980,Old Henry,2021,"Action, Drama, Western","$42,068",1500000,3.1791,"Shout! Studios,Hideout Pictures,Blue Swan Entertainment,VMI Worldwide",77463,99,7.3/10,94%,69/100
1809,tt12530246,Emancipation,2022,"Action, Thriller",,0,8.5277,"Westbrook,McFarland Entertainment,Escape Artists,Apple Studios",0,132,6.3/10,45%,53/100
1810,tt5533370,Lamborghini: The Man Behind the Legend,2022,"Biography, Drama, Sport",,1709686,7.1019,"Iervolino & Lady Bacardi Entertainment,Grindstone Entertainment Group,Lambofilm,Zian Films",0,97,5.5/10,6%,
