Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Next Goal Wins,2023,"Comedy, Drama, Sport","$6,713,826",14.0,5.4597,"The Imaginarium,Searchlight Pictures,TSG Entertainment,Garrett Basch Productions,Defender Films,Archer's Mark",18.062279,104,65.0,46.0,44.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Marching Band,2024,"Comedy, Drama",,6.1,4.9855,"Agat Films & Cie / Ex Nihilo,Pictanovo,France 2 Cinéma",14.870849,103,75.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stillwater,2021,"Crime, Drama, Mystery","$14,465,535",20.0,4.5555,"Participant,DreamWorks Pictures,Slow Pony,Anonymous Content,3dot Productions,Supernatural Pictures,Focus Features,Mandate International,Firstep",19.754272,139,66.0,75.0,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Diabolik,2021,"Action, Crime, Mystery",,11.0,5.4074,"Mompracem,RAI,Astorina S.A.C.",3.189418,133,59.0,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Strays,2023,"Adventure, Comedy","$23,988,885",46.0,10.1044,"Universal Pictures,Lord Miller,Picturestart,Rabbit Hole Productions",32.0,93,63.0,,54.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitney Houston: I Wanna Dance with Somebody,2022,"Biography, Drama, Music","$23,708,080",50.0,5.1026,"Compelling Pictures,Black Label Media,TriStar Pictures,West Madison Entertainment,Muse of Fire,Primary Wave Music",59.8,144,66.0,43.0,51.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Emily the Criminal,2022,"Crime, Drama, Mystery","$2,156,296",2.0,6.9352,"Low Spark Films,Evil Hag Productions,Fear Knot Productions,MakeMake",2.157673,97,67.0,94.0,75.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bob Marley: One Love,2024,"Biography, Drama, Music","$96,981,216",70.0,6.4705,"Paramount Pictures,Tuff Gong Pictures,Plan B Entertainment",180.828556,104,62.0,43.0,43.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
PAW Patrol: The Mighty Movie,2023,"Animation, Action, Adventure","$65,343,309",30.0,15.8885,"Nickelodeon Movies,Spin Master,Paramount Pictures,Mikros Image,Mikros Animation,adrian150 Animation",202.23136,87,59.0,72.0,49.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knights of the Zodiac,2023,"Action, Adventure, Drama","$1,090,155",60.0,8.5726,"Stage 6 Films,Toei Animation",7.0,113,44.0,21.0,35.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Daughter,2021,Drama,,5.0,5.5497,"Endeavor Content,Samuel Marshall Productions,Media Finance Capital,Faliro House Productions,Pie Films",0.703281,121,67.0,94.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of the Zoopocalypse,2024,"Animation, Adventure, Comedy",,12.0,6.6294,"Copperheart Entertainment,Charades,uMedia,IDL Films,Apollo Films,House of Cool Studios,Mac Guff Ligne",3.880292,92,63.0,96.0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twilight of the Warriors: Walled In,2024,"Action, Crime, Thriller","$336,023",38.4,13.6791,"Entertaining Power,One Cool Pictures,Sil-Metropole Organisation,HG Entertainment,Tao Piao Piao,Media Asia Films,Lian Ray Pictures",95.399186,125,70.0,90.0,77.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Those Who Wish Me Dead,2021,"Action, Drama, Thriller","$7,407,200",20.0,7.6633,"Bron Studios,New Line Cinema,Bosque Ranch Productions,Film Rites",23.384502,100,60.0,63.0,59.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
King Richard,2021,"Biography, Drama, Sport","$15,129,285",50.0,9.1842,"Star Thrower Entertainment,Westbrook,Warner Bros. Pictures,Overbrook Entertainment",39.4,144,75.0,90.0,76.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Quiet Girl,2022,Drama,"$1,500,014",1e-06,4.1144,"Inscéal,Broadcasting Authority of Ireland,Fís Éireann/Screen Ireland,TG4",6e-06,94,77.0,97.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy's Wonderland,2021,"Action, Comedy, Horror","$418,286",5.0,5.2117,"Saturn Films,JD Entertainment,Landafar Entertainment,Landmark Studio Group,Almost Never Films",0.43102,88,55.0,61.0,44.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The End We Start From,2023,"Drama, Thriller",,10.0,3.7642,"SunnyMarch,Hera Pictures,Anton,BBC Film,C2 Motion Picture Group,BFI",0.60483,101,59.0,89.0,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kishkindha Kaandam,2024,"Drama, Mystery, Thriller",,0.83,1.1097,Goodwill Entertainments,8.92049,125,81.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
DC League of Super-Pets,2022,"Animation, Action, Adventure","$93,657,117",90.0,10.2633,"Warner Animation Group,DC Entertainment,Seven Bucks Productions,Animal Logic",203.0,105,71.0,72.0,56.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom & Jerry,2021,"Animation, Adventure, Comedy","$46,536,687",50.0,10.5222,"Warner Animation Group,Turner Entertainment,The Story Company,Warner Bros. Pictures",136.536687,101,53.0,29.0,32.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After We Fell,2021,"Drama, Romance","$2,170,750",14.0,10.2592,"Voltage Pictures,Wattpad,Vertical,Ethea Entertainment,CalMaple Films",21.753705,99,48.0,8.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Drive My Car,2021,Drama,"$2,352,240",1.3,5.998,"Bitters End,C&I entertainment,Culture Entertainment,J-LOD,nekojarashi,Quaras,Bungeishunju,L'espace Vision,Nippan Group Holdings,The Asahi Shimbun",15.356046,179,75.0,97.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Orphan: First Kill,2022,"Crime, Drama, Horror","$5,413,227",10.0,8.4895,"Dark Castle Entertainment,Entertainment One,Eagle Vision",9.572765,99,59.0,70.0,54.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Night Swim,2024,"Horror, Thriller","$32,494,740",15.0,4.7321,"Atomic Monster,Blumhouse Productions,Universal Pictures",54.771241,98,47.0,19.0,43.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Escape Room: Tournament of Champions,2021,"Action, Adventure, Horror","$25,314,753",15.0,6.1182,"Original Film,Columbia Pictures,Shaken, Not Stirred Productions",65.77449,88,57.0,52.0,48.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fighter,2024,"Action, Drama","$1,000,000",30.0695,5.4581,"Marflix Pictures,Viacom18 Studios,Prime Focus",43.160558,167,62.0,38.0,63.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Taste of Things,2023,"Drama, History, Romance","$2,654,510",6.5,3.1824,"Curiosa Films,France 2 Cinéma,uMedia,Gaumont",5.970753,135,74.0,97.0,85.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Mad God,2021,"Animation, Fantasy, Horror","$325,042",0.25,3.3649,Tippett Studio,0.322619,84,68.0,92.0,80.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
After Everything,2023,"Drama, Romance",,14.0,12.7455,"Voltage Pictures,Wattpad",10.644463,93,47.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Copshop,2021,"Action, Thriller","$5,213,243",43.5,6.3048,"WarParty Films,Sculptor Media,G-BASE,Zero Gravity Management,Raven Capital Management,STXfilms,Open Road Films",6.807158,108,62.0,83.0,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dog,2022,"Comedy, Drama","$61,778,069",20.0,6.362,"FilmNation Entertainment,Free Association,Metro-Goldwyn-Mayer",84.774243,101,65.0,77.0,61.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunpowder Milkshake,2021,"Action, Crime, Thriller",,30.0,4.9609,"Studio Babelsberg,Canal+,Ciné+,The Picture Company,STXfilms,StudioCanal",1.01576,114,61.0,60.0,47.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Man in the White Van,2023,Thriller,"$515,012",0.5,2.7037,"Garrison Film Productions,Legion M,XYZ Films",0.529879,105,55.0,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Old Henry,2021,"Action, Drama, Western","$42,068",1.5,3.1791,"Shout! Studios,Hideout Pictures,Blue Swan Entertainment,VMI Worldwide",0.077463,99,73.0,94.0,69.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Women Talking,2022,Drama,"$5,456,531",20.0,6.1537,"Plan B Entertainment,Hear/Say Productions,Orion Pictures",7.589419,104,69.0,90.0,77.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
She Said,2022,"Drama, History","$5,825,995",32.0,6.3421,"Plan B Entertainment,Annapurna Pictures,Universal Pictures",13.9,129,73.0,88.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Father Stu,2022,"Biography, Drama","$21,090,677",4.0,6.4284,"Municipal Pictures,Palm Drive Productions",21.591034,124,65.0,42.0,40.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitpig,2024,"Animation, Action, Adventure","$2,324,019",45.0,4.3841,"Cinesite Animation,Aniventure,Rosebud Enterprises (GB),GFM Animation",2.345398,85,51.0,50.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Noise,2022,"Comedy, Drama, Horror",,100.0,5.5738,"Heyday Films,NB/GG Pictures,A24",0.071476,136,57.0,64.0,66.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Belfast,2021,"Biography, Drama, Romance","$9,250,870",11.0,4.4698,"TKBC,Northern Ireland Screen",49.158343,98,72.0,86.0,75.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Spencer,2021,"Biography, Drama","$7,086,632",18.0,4.8714,"FilmNation Entertainment,Komplizen Film,Shoebox Films,Fabula,Fabula",14.0,117,65.0,83.0,76.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snake Eyes,2021,"Action, Adventure, Crime","$28,264,325",88.0,11.046,"Paramount Pictures,Metro-Goldwyn-Mayer,di Bonaventura Pictures,Entertainment One,Skydance Media,Hasbro",36.964325,121,54.0,35.0,43.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Violent Night,2022,"Action, Comedy, Thriller","$50,057,405",20.0,7.814,"87North Productions,Universal Pictures,Original Pictures",75.73491,111,67.0,74.0,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Love Again,2023,"Comedy, Drama, Romance","$6,230,837",9.0,6.7586,"Screen Gems,Thunder Road,2.0 Entertainment",10.0,104,59.0,30.0,32.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Forever Purge,2021,"Action, Crime, Horror","$44,539,245",18.0,8.8462,"Blumhouse Productions,Platinum Dunes,Universal Pictures,Man in a Tree Productions,Perfect World Pictures",76.994245,103,54.0,49.0,53.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Retribution,2023,"Action, Thriller","$6,937,696",20.0,10.0593,"The Picture Company,Ombra Films,StudioCanal,TF1 Films Production,Studio Babelsberg",18.685751,91,53.0,30.0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Blackening,2022,"Comedy, Horror, Mystery","$17,707,207",5.0,2.2926,"MRC,CatchLight Studios,Artists First,Tracy Yvonne Productions,The Story Company,Lionsgate",16.0,97,60.0,87.0,67.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Bricklayer,2023,"Action, Thriller",,23.9,5.6013,"Eclectic Pictures,Millennium Media",0.899683,110,52.0,50.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Haunted Mansion,2023,"Comedy, Drama, Family","$67,653,287",157.8,9.6471,"Walt Disney Pictures,Rideback",117.44979,123,60.0,38.0,47.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jeepers Creepers: Reborn,2022,"Horror, Mystery, Thriller","$2,033,057",5.0,7.1416,"Orwo Studios (US),Screen Media Films,Black Hangar Studios,Ink Pine Media,Infinity Films",6.175213,88,26.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Three Musketeers - Part II: Milady,2023,"Action, Adventure, Drama",,39.0,6.7246,"Pathé,M6 Films,Constantin Film,ZDF,DeAPlaneta,uMedia,Chapter 2",21.730766,115,64.0,86.0,74.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
There's Still Tomorrow,2023,"Comedy, Drama",,9.0,2.7892,"Wildside,Vision Distribution,Sky Italia,MiC",50.108853,118,77.0,89.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bramayugam,2024,"Drama, Horror, Thriller",,3.3,1.8064,"Y NOT Studios,Night Shift Studios",10.0,140,78.0,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Stree 2: Sarkate Ka Aatank,2024,"Comedy, Horror","$2,570,000",7.05,3.4775,"Maddock Films,Jio Studios",103.009411,143,70.0,57.0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Halloween Ends,2022,"Drama, Horror, Mystery","$64,079,860",20.0,9.2828,"Universal Pictures,Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",104.374176,111,50.0,40.0,47.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Antlers,2021,"Drama, Horror, Mystery","$10,619,670",17.0,6.5297,"Searchlight Pictures,Phantom Four,Double Dare You,Mirada Studio,TSG Entertainment",18.867659,99,59.0,60.0,57.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Color Purple,2023,"Drama, Musical","$60,619,191",95.0,9.481,"Warner Bros. Pictures,Harpo Films,Amblin Entertainment,Scott Sanders Productions,Quincy Jones Productions,Domain Entertainment",67.519192,141,68.0,81.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Strange World,2022,"Animation, Action, Adventure","$37,968,963",180.0,8.3923,"Walt Disney Pictures,Walt Disney Animation Studios",73.62164,102,57.0,72.0,65.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Exorcism,2024,"Horror, Thriller","$4,530,418",22.0,9.1144,"Miramax,Outerbanks Entertainment",12.610418,96,42.0,27.0,46.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Skinamarink,2022,"Horror, Mystery","$2,052,272",0.015,3.5586,ERO Picture Company,2.1,100,47.0,74.0,66.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Book of Clarence,2023,"Adventure, Comedy, Drama","$6,132,813",40.0,6.0279,"Legendary Pictures,Kilburn Lane",6.20523,129,57.0,66.0,57.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby Gillman: Teenage Kraken,2023,"Animation, Comedy, Romance","$15,753,600",70.0,7.4847,DreamWorks Animation,46.247409,91,57.0,66.0,50.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Clerks III,2022,"Comedy, Drama","$4,663,106",7.0,4.7879,"View Askew Productions,BondIt Media Capital,Lionsgate,TPC",4.717597,100,62.0,63.0,50.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mouse Trap,2024,"Comedy, Horror, Thriller",,0.8,5.5919,"Into Frame Productions,Bailey Phillips Productions,Gravitas Ventures,MM TRAP",0.005737,80,25.0,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Coup de Chance,2023,"Comedy, Crime, Drama",,10.0,2.5867,"Gravier Productions,Perdido Productions,Dippermouth,Petite Fleur Productions",3.767399,96,64.0,83.0,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fire Inside,2024,"Biography, Drama, Sport","$8,093,190",12.0,11.2228,"Metro-Goldwyn-Mayer,Michael De Luca Productions,PASTEL",8.104331,109,,93.0,79.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Marcel the Shell with Shoes On,2021,"Animation, Comedy, Drama","$6,333,702",6.0,7.3017,"Cinereach,Chiodo Bros. Productions,You Want I Should,Human Woman,Sunbeam TV & Films",6.909209,90,76.0,98.0,80.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Confess, Fletch",2022,"Comedy, Crime, Mystery","$538,842",20.0,5.9139,Miramax,0.5,99,64.0,86.0,64.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cry Macho,2021,Drama,"$10,310,734",33.0,2.8187,"Malpaso Productions,ASR Productions,Warner Bros. Pictures",16.510734,104,57.0,58.0,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
After Ever Happy,2022,"Drama, Romance","$1,072,750",14.0,13.5388,"Voltage Pictures,Wattpad,Vertical,Ethea Entertainment,CalMaple Films",19.238073,95,47.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Medieval,2022,"Action, Drama, History","$1,374,325",23.0,4.3353,"R.U. Robot Studios,JBJ Film,Elevated Films,Double Tree Entertainment",4.311284,126,59.0,39.0,46.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Teacher,2023,Drama,,3.0,0.8395,"Cocoon Films,Native Liberty Productions,Philistine Films,Metafora Production,Wild Bunch",0.057251,118,,82.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reminiscence,2021,"Mystery, Romance, Sci-Fi","$3,900,193",68.0,7.7496,"FilmNation Entertainment,Michael De Luca Productions,Kilter Films,Warner Bros. Pictures",18.717947,116,59.0,37.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Halloween Kills,2021,"Action, Drama, Horror","$92,002,155",20.0,8.3862,"Blumhouse Productions,Miramax,Rough House Pictures,Trancas International Films",133.423964,105,55.0,39.0,42.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Imaginary,2024,"Horror, Mystery, Thriller","$28,009,161",13.0,4.8999,"Blumhouse Productions,Tower of Babble Entertainment,Lionsgate",43.787034,104,47.0,24.0,34.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Devotion,2022,"Action, Biography, Drama","$20,511,938",90.0,6.6717,"Black Label Media,STXfilms",20.0,139,66.0,81.0,66.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shift,2023,"Action, Romance, Sci-Fi","$12,118,219",6.5,1.7146,"Nook Lane Entertainment,Pinnacle Peak Pictures",12.238643,113,55.0,34.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Music,2021,"Drama, Musical, Thriller",,16.0,3.7966,"Atlantic Films,Pineapple Lasagne Productions,Landay Entertainment",0.645949,107,32.0,7.0,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Detective Knight: Independence,2023,"Action, Crime, Mystery",,2.0,1.5046,"Arcana Studio,308 Enterprises,BondIt Media Capital,Buffalo 8",0.036171,92,34.0,60.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Consent,2023,"Biography, Drama",,3.7,5.2135,"Moana Films,Windy Production,Panache Productions,La Compagnie Cinématographique,France 2 Cinéma,RTBF,Les films du Monsieur,Canal+,Ciné+,BeTV,VOO,France Télévisions,Eurimages,Proximus,CNC,SofiTVCiné 10,La Région Île-de-France",4.710394,119,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram,2022,"Action, Crime, Thriller","$1,770,000",15.354648,3.3426,Raajkamal Films International,54.172014,174,83.0,59.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Flee,2021,"Documentary, Animation, Biography","$339,754",3.4,4.0088,"Final Cut for Real,Vivement lundi !,Sun Creature,Participant,MostFilm,Mer Film,VPRO,Vice Studios,RYOT Films,Left Handed Films,ARTE",0.712229,89,79.0,98.0,91.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miraculous: Ladybug & Cat Noir, the Movie",2023,"Animation, Action, Adventure",,86.0,16.8536,"The Awakening Production,SND,Fantawild,Zag Animation Studios,ON Animation Studios",40.208268,107,61.0,54.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crime Is Mine,2023,"Comedy, Crime","$122,083",13.7,3.293,"FOZ,Gaumont,Playtime,Mandarin & Compagnie,SCOPE Pictures,France 2 Cinéma",10.436638,103,65.0,98.0,74.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restore Point,2023,"Crime, Drama, Sci-Fi",,2.0,1.2108,"DNA Production,Film Kolektiv,Film Produkcja Features,Mali Budo,Česká televize",0.821731,114,62.0,95.0,75.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Braid,2023,Drama,,8.5,3.7437,"France 2 Cinéma,Forum Films,La Compagnie Cinématographique,Panache Productions,La Fabrique Films,SND,Curiosa Films,Moana Films,Indigo Film,Proximus,VOO,Téléfilm Canada,SODEC,Canal+,France Télévisions,RAI,Apulia Film Commission,Canada Media Fund | Fonds des médias du Canada,Tax Shelter du Gouvernement Fédéral Belge,BeTV",9.235757,121,72.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice,2022,"Crime, Drama, Thriller","$373,043",19.5,3.4819,"Steel Springs Pictures,Vertical,Roadside Attractions",0.373043,100,56.0,29.0,47.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ulajh,2024,"Crime, Drama, Thriller",,4.3,2.6213,"UPL UK,Junglee Pictures",1.1,134,60.0,33.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Shaitaan,2024,"Drama, Horror, Thriller",,7.8,2.2761,"Ajay Devgn FFilms,Panorama Studios,Jio Studios",9.6,132,65.0,40.0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Boléro,2024,"Biography, Drama, Music",,12.9,1.082,"Ciné-@,Cinéfrance Studios,F Comme Film,France 2 Cinéma,Artémis Productions",3.33732,120,66.0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hi Nanna,2023,"Drama, Family, Romance",,7.819,2.7345,Vyra Entertainments,9.184966,155,82.0,100.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Pathaan,2023,"Action, Adventure, Thriller","$17,487,476",29.0,5.1407,"Yash Raj Films,Pathaan Productions,Palma Pictures,FPS Productions,NSA Picture,ODU Movies",130.0,146,58.0,82.0,47.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Satan's Slaves 2: Communion,2022,"Drama, Horror, Mystery",,0.9,3.9374,"Rapi Films,Sky Media,Brown Entertainment,Come and See Pictures",5.909528,119,67.0,100.0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Hunt,2022,"Action, Drama, Mystery","$25,994",17.0,5.2557,"Sanai Pictures,Artist Studio",0.025994,131,67.0,67.0,55.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Kantara,2022,"Action, Adventure, Drama",,1.934,5.025,Hombale Films,60.4478,147,82.0,83.0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saripodhaa Sanivaaram,2024,"Action, Thriller",,6.503911,2.0057,DVV Entertainment,11.825293,172,70.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Emergency Declaration,2021,"Action, Drama, Thriller","$412,196",18.052672,5.8478,"CJeS Studios,MAGNUM9,Cine Joo,Dexter Studios,Showbox",19.2,140,68.0,66.0,70.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kensuke's Kingdom,2023,"Animation, Adventure","$21,033",11.0,1.6425,"Lupus Films,Jigsaw Films,Spirit Base,BFI,Brennus Productions,Film Fund Luxembourg,Ffilm Cymru Wales,Melusine Productions,Align,Bumpybox,Le Pacte,Bankside Films",2.919215,84,71.0,97.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mummies,2023,"Animation, Adventure, Comedy","$4,275,970",12.0,6.6195,"Warner Bros. Entertainment España,4 Cats Pictures,Moomios Movie AIE,Anangu Grup SL,C.O.R.E. Feature Animation,Atresmedia",53.4,88,59.0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shin Ultraman,2022,"Action, Adventure, Drama","$601,490",5.5,7.9821,"Tsuburaya Productions,TOHO,khara,Cine Bazar,TOHO Studios,Shirogumi",34.441594,112,64.0,94.0,84.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kerala Story,2023,Drama,,2.4,2.2096,Sunshine Pictures,36.0,138,69.0,14.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svemu dodje kraj,2024,"Crime, Drama, Romance",,0.712185,0.4707,"Interfilm,RFF International,VEDA Film Productions,Oktavijan Filmska Udruga,Saudade Film,ABHO Film",0.073122,90,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Requin,2022,"Horror, Thriller",,8.5,4.2235,"Film Bridge International,Paper Street Pictures,Saban Films",0.130493,89,26.0,18.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
